,Car Make,Probability,Alt1,Alt2
7489,Dodge Caliber Wagon 2012,99.6,Hyundai Santa Fe SUV 2012,Jeep Compass SUV 2012
7490,Ford E-Series Wagon Van 2012,68.5,Mercedes-Benz Sprinter Van 2012,Dodge Sprinter Cargo Van 2009
7491,Mercedes-Benz S-Class Sedan 2012,41.6,Mercedes-Benz 300-Class Convertible 1993,Bentley Arnage Sedan 2009
7492,BMW ActiveHybrid 5 Sedan 2012,47.7,Bentley Continental Flying Spur Sedan 2007,Chevrolet Corvette ZR1 2012
7493,Nissan NV Passenger Van 2012,28.6,Suzuki Kizashi Sedan 2012,Chevrolet Sonic Sedan 2012
7494,Hyundai Genesis Sedan 2012,81.9,Hyundai Elantra Touring Hatchback 2012,BMW 3 Series Wagon 2012
7495,Acura TL Sedan 2012,26.8,Aston Martin V8 Vantage Coupe 2012,Chevrolet Corvette ZR1 2012
7496,Acura TL Type-S 2008,23.5,Chevrolet Sonic Sedan 2012,Hyundai Azera Sedan 2012
7497,Volvo 240 Sedan 1993,96.8,Land Rover LR2 SUV 2012,Land Rover Range Rover SUV 2012
7498,Acura TL Sedan 2012,44.8,Nissan Leaf Hatchback 2012,Audi TTS Coupe 2012
7499,Ford Edge SUV 2012,22.3,Acura RL Sedan 2012,Tesla Model S Sedan 2012
7500,Dodge Dakota Crew Cab 2010,87.7,Ford Expedition EL SUV 2009,GMC Acadia SUV 2012
7501,Hyundai Veloster Hatchback 2012,53.4,Lamborghini Aventador Coupe 2012,McLaren MP4-12C Coupe 2012
7502,BMW Z4 Convertible 2012,84.2,Acura TSX Sedan 2012,Aston Martin V8 Vantage Coupe 2012
7503,Mercedes-Benz SL-Class Coupe 2009,39.6,Infiniti G Coupe IPL 2012,Suzuki SX4 Sedan 2012
7504,Audi S4 Sedan 2007,57.2,Audi S5 Coupe 2012,Chevrolet Corvette ZR1 2012
7505,Ford Expedition EL SUV 2009,43.7,Mercedes-Benz 300-Class Convertible 1993,Dodge Ram Pickup 3500 Crew Cab 2010
7506,Dodge Dakota Club Cab 2007,26.2,Dodge Dakota Crew Cab 2010,Chevrolet Traverse SUV 2012
7507,Hyundai Veloster Hatchback 2012,36.4,GMC Acadia SUV 2012,Dodge Caliber Wagon 2012
7508,Dodge Charger Sedan 2012,33.0,HUMMER H3T Crew Cab 2010,Chevrolet Silverado 2500HD Regular Cab 2012
7509,Infiniti G Coupe IPL 2012,33.6,FIAT 500 Abarth 2012,Mercedes-Benz SL-Class Coupe 2009
7510,GMC Acadia SUV 2012,88.3,Dodge Durango SUV 2007,Jeep Compass SUV 2012
7511,Daewoo Nubira Wagon 2002,19.6,Volvo 240 Sedan 1993,Mercedes-Benz E-Class Sedan 2012
7512,Suzuki SX4 Sedan 2012,38.4,Dodge Magnum Wagon 2008,Chrysler Town and Country Minivan 2012
7513,Buick Enclave SUV 2012,36.0,Ford Edge SUV 2012,Volvo XC90 SUV 2007
7514,Dodge Caliber Wagon 2007,25.6,Ferrari FF Coupe 2012,Ford Focus Sedan 2007
7515,Volkswagen Beetle Hatchback 2012,34.3,Bugatti Veyron 16.4 Coupe 2009,Ford GT Coupe 2006
7516,Hyundai Genesis Sedan 2012,23.2,Honda Odyssey Minivan 2012,Honda Accord Sedan 2012
7517,Volvo 240 Sedan 1993,31.9,Volkswagen Golf Hatchback 1991,Land Rover LR2 SUV 2012
7518,Honda Odyssey Minivan 2012,26.5,Infiniti QX56 SUV 2011,Audi S4 Sedan 2007
7519,Audi S4 Sedan 2007,30.1,BMW M3 Coupe 2012,Mercedes-Benz E-Class Sedan 2012
7520,Audi S4 Sedan 2007,34.1,Aston Martin V8 Vantage Convertible 2012,Nissan Juke Hatchback 2012
7521,Bentley Arnage Sedan 2009,27.7,Mercedes-Benz S-Class Sedan 2012,Volvo XC90 SUV 2007
7522,Suzuki SX4 Hatchback 2012,69.0,Nissan Leaf Hatchback 2012,Acura TL Sedan 2012
7523,Suzuki Kizashi Sedan 2012,67.3,Lamborghini Reventon Coupe 2008,Acura ZDX Hatchback 2012
7524,Daewoo Nubira Wagon 2002,65.0,Ford Freestar Minivan 2007,Nissan NV Passenger Van 2012
7525,Acura TL Sedan 2012,14.6,Isuzu Ascender SUV 2008,Chrysler Town and Country Minivan 2012
7526,Ferrari California Convertible 2012,99.6,Dodge Charger Sedan 2012,BMW Z4 Convertible 2012
7527,Honda Odyssey Minivan 2012,42.2,Daewoo Nubira Wagon 2002,Ford Freestar Minivan 2007
7528,HUMMER H2 SUT Crew Cab 2009,33.0,Suzuki SX4 Hatchback 2012,Dodge Charger Sedan 2012
7529,Hyundai Genesis Sedan 2012,16.9,Daewoo Nubira Wagon 2002,Infiniti G Coupe IPL 2012
7530,Bentley Arnage Sedan 2009,61.8,AM General Hummer SUV 2000,Chevrolet Malibu Sedan 2007
7531,Aston Martin V8 Vantage Convertible 2012,34.4,Lamborghini Reventon Coupe 2008,Bentley Continental GT Coupe 2007
7532,Hyundai Sonata Sedan 2012,18.9,Volvo 240 Sedan 1993,Hyundai Genesis Sedan 2012
7533,Audi 100 Sedan 1994,27.0,Volvo XC90 SUV 2007,Honda Accord Sedan 2012
7534,Land Rover Range Rover SUV 2012,37.6,Toyota 4Runner SUV 2012,Toyota Sequoia SUV 2012
7535,Dodge Ram Pickup 3500 Crew Cab 2010,92.1,Audi RS 4 Convertible 2008,Ford F-150 Regular Cab 2012
7536,Audi RS 4 Convertible 2008,56.1,Volvo XC90 SUV 2007,Dodge Challenger SRT8 2011
7537,Plymouth Neon Coupe 1999,90.7,Dodge Caravan Minivan 1997,Geo Metro Convertible 1993
7538,Bentley Arnage Sedan 2009,98.5,Ford GT Coupe 2006,BMW 6 Series Convertible 2007
7539,Daewoo Nubira Wagon 2002,64.2,Jeep Liberty SUV 2012,Chrysler Town and Country Minivan 2012
7540,Acura Integra Type R 2001,27.7,Chevrolet Corvette Ron Fellows Edition Z06 2007,Jaguar XK XKR 2012
7541,Hyundai Elantra Touring Hatchback 2012,46.9,Bugatti Veyron 16.4 Coupe 2009,Chevrolet Corvette ZR1 2012
7542,Audi TT Hatchback 2011,34.1,BMW 3 Series Sedan 2012,Suzuki SX4 Hatchback 2012
7543,Suzuki Kizashi Sedan 2012,86.5,Tesla Model S Sedan 2012,Audi TTS Coupe 2012
7544,AM General Hummer SUV 2000,56.7,Chevrolet Silverado 2500HD Regular Cab 2012,Dodge Dakota Club Cab 2007
7545,Hyundai Santa Fe SUV 2012,61.1,Audi S4 Sedan 2007,GMC Acadia SUV 2012
7546,Jaguar XK XKR 2012,60.9,Spyker C8 Coupe 2009,Chevrolet Monte Carlo Coupe 2007
7547,Ford Edge SUV 2012,75.1,Chrysler Town and Country Minivan 2012,Chrysler PT Cruiser Convertible 2008
7548,Chevrolet Corvette Convertible 2012,82.9,Ford GT Coupe 2006,Chevrolet Corvette ZR1 2012
7549,Aston Martin V8 Vantage Convertible 2012,60.7,BMW 6 Series Convertible 2007,Suzuki Kizashi Sedan 2012
7550,Suzuki Kizashi Sedan 2012,92.6,Hyundai Veloster Hatchback 2012,BMW Z4 Convertible 2012
7551,Bentley Arnage Sedan 2009,30.2,Audi RS 4 Convertible 2008,Mercedes-Benz S-Class Sedan 2012
7552,Plymouth Neon Coupe 1999,68.8,Spyker C8 Coupe 2009,Ford Focus Sedan 2007
7553,FIAT 500 Abarth 2012,15.6,Volkswagen Golf Hatchback 1991,Bentley Arnage Sedan 2009
7554,BMW X5 SUV 2007,73.3,Toyota 4Runner SUV 2012,Land Rover Range Rover SUV 2012
7555,Hyundai Santa Fe SUV 2012,55.0,Cadillac Escalade EXT Crew Cab 2007,Chrysler 300 SRT-8 2010
7556,Audi RS 4 Convertible 2008,37.8,Bentley Arnage Sedan 2009,BMW 3 Series Wagon 2012
7557,Hyundai Veloster Hatchback 2012,55.1,Volvo C30 Hatchback 2012,Ford GT Coupe 2006
7558,Audi RS 4 Convertible 2008,17.1,Volkswagen Beetle Hatchback 2012,Ferrari FF Coupe 2012
7559,AM General Hummer SUV 2000,58.0,Ford Freestar Minivan 2007,Hyundai Elantra Sedan 2007
7560,Hyundai Accent Sedan 2012,48.1,Audi S5 Coupe 2012,Mercedes-Benz 300-Class Convertible 1993
7561,Rolls-Royce Phantom Sedan 2012,30.3,Ford F-150 Regular Cab 2012,BMW X3 SUV 2012
7562,Bugatti Veyron 16.4 Convertible 2009,94.8,Volvo C30 Hatchback 2012,Chevrolet Corvette Ron Fellows Edition Z06 2007
7563,Volkswagen Golf Hatchback 2012,49.2,Acura RL Sedan 2012,Suzuki SX4 Sedan 2012
7564,Hyundai Genesis Sedan 2012,42.3,Chrysler 300 SRT-8 2010,Volvo XC90 SUV 2007
7565,Acura Integra Type R 2001,26.9,Volkswagen Golf Hatchback 1991,Audi S4 Sedan 2007
7566,Volvo XC90 SUV 2007,26.1,GMC Acadia SUV 2012,Audi S4 Sedan 2012
7567,GMC Acadia SUV 2012,21.2,Honda Accord Sedan 2012,Toyota Corolla Sedan 2012
7568,Chrysler Aspen SUV 2009,41.3,Ford Expedition EL SUV 2009,Dodge Dakota Crew Cab 2010
7569,Ford GT Coupe 2006,95.9,Bugatti Veyron 16.4 Coupe 2009,Aston Martin V8 Vantage Convertible 2012
7570,BMW X6 SUV 2012,36.1,Hyundai Tucson SUV 2012,Geo Metro Convertible 1993
7571,Daewoo Nubira Wagon 2002,22.9,Mercedes-Benz Sprinter Van 2012,Chrysler Town and Country Minivan 2012
7572,Honda Accord Sedan 2012,13.1,Tesla Model S Sedan 2012,Audi R8 Coupe 2012
7573,Chrysler 300 SRT-8 2010,64.5,Mercedes-Benz S-Class Sedan 2012,Cadillac CTS-V Sedan 2012
7574,Mercedes-Benz SL-Class Coupe 2009,33.0,Bentley Mulsanne Sedan 2011,Infiniti G Coupe IPL 2012
7575,Aston Martin V8 Vantage Convertible 2012,25.1,Hyundai Genesis Sedan 2012,Volvo 240 Sedan 1993
7576,Audi S6 Sedan 2011,20.5,Mercedes-Benz Sprinter Van 2012,Daewoo Nubira Wagon 2002
7577,Ford Mustang Convertible 2007,31.7,Dodge Charger Sedan 2012,Jeep Compass SUV 2012
7578,Volkswagen Golf Hatchback 2012,20.8,Hyundai Sonata Sedan 2012,Hyundai Elantra Touring Hatchback 2012
7579,Hyundai Azera Sedan 2012,21.2,Hyundai Veracruz SUV 2012,Mercedes-Benz E-Class Sedan 2012
7580,Mercedes-Benz 300-Class Convertible 1993,46.1,Nissan 240SX Coupe 1998,Daewoo Nubira Wagon 2002
7581,GMC Acadia SUV 2012,13.9,Buick Rainier SUV 2007,Mercedes-Benz C-Class Sedan 2012
7582,Hyundai Sonata Sedan 2012,36.6,Hyundai Genesis Sedan 2012,Volvo XC90 SUV 2007
7583,Aston Martin V8 Vantage Convertible 2012,63.3,Hyundai Genesis Sedan 2012,Chevrolet Monte Carlo Coupe 2007
7584,Bentley Arnage Sedan 2009,91.1,Ford Expedition EL SUV 2009,Bentley Continental Flying Spur Sedan 2007
7585,Audi S4 Sedan 2012,48.4,Chrysler Town and Country Minivan 2012,Audi S4 Sedan 2007
7586,Plymouth Neon Coupe 1999,49.1,Nissan 240SX Coupe 1998,Ford GT Coupe 2006
7587,Jeep Liberty SUV 2012,28.1,Jeep Grand Cherokee SUV 2012,Hyundai Veloster Hatchback 2012
7588,Audi S4 Sedan 2012,17.5,Audi S6 Sedan 2011,BMW 3 Series Sedan 2012
7589,Audi TT Hatchback 2011,38.0,Hyundai Veloster Hatchback 2012,Volkswagen Beetle Hatchback 2012
7590,Dodge Dakota Club Cab 2007,38.5,Chevrolet Silverado 1500 Regular Cab 2012,Chevrolet Silverado 2500HD Regular Cab 2012
7591,smart fortwo Convertible 2012,65.0,Daewoo Nubira Wagon 2002,MINI Cooper Roadster Convertible 2012
7592,Ford E-Series Wagon Van 2012,60.6,Dodge Ram Pickup 3500 Crew Cab 2010,Bentley Arnage Sedan 2009
7593,Nissan NV Passenger Van 2012,98.8,Chevrolet Express Van 2007,Chevrolet Express Cargo Van 2007
7594,Nissan Leaf Hatchback 2012,68.7,Mitsubishi Lancer Sedan 2012,FIAT 500 Convertible 2012
7595,Honda Accord Sedan 2012,25.0,Honda Odyssey Minivan 2012,Chrysler Town and Country Minivan 2012
7596,Bentley Arnage Sedan 2009,25.1,Audi TTS Coupe 2012,BMW M5 Sedan 2010
7597,Dodge Sprinter Cargo Van 2009,91.8,Mercedes-Benz Sprinter Van 2012,Dodge Magnum Wagon 2008
7598,Ford GT Coupe 2006,24.3,smart fortwo Convertible 2012,Bugatti Veyron 16.4 Coupe 2009
7599,Mitsubishi Lancer Sedan 2012,92.8,Chevrolet Corvette ZR1 2012,BMW 3 Series Sedan 2012
7600,Acura TL Sedan 2012,22.9,Hyundai Sonata Sedan 2012,Toyota Corolla Sedan 2012
7601,BMW M6 Convertible 2010,17.8,Ford Edge SUV 2012,Audi S5 Convertible 2012
7602,Lincoln Town Car Sedan 2011,36.1,Nissan 240SX Coupe 1998,Mercedes-Benz 300-Class Convertible 1993
7603,Dodge Sprinter Cargo Van 2009,32.5,Audi S6 Sedan 2011,Mercedes-Benz Sprinter Van 2012
7604,Dodge Magnum Wagon 2008,28.4,Acura TL Type-S 2008,Chrysler 300 SRT-8 2010
7605,Plymouth Neon Coupe 1999,53.3,Ford GT Coupe 2006,Aston Martin V8 Vantage Coupe 2012
7606,Chevrolet Silverado 2500HD Regular Cab 2012,52.0,Ford F-150 Regular Cab 2012,Chevrolet Silverado 1500 Regular Cab 2012
7607,Toyota Sequoia SUV 2012,45.1,Chevrolet Impala Sedan 2007,Mazda Tribute SUV 2011
7608,Bentley Arnage Sedan 2009,62.2,Cadillac Escalade EXT Crew Cab 2007,Dodge Magnum Wagon 2008
7609,Aston Martin V8 Vantage Convertible 2012,29.7,GMC Acadia SUV 2012,Chevrolet Silverado 1500 Regular Cab 2012
7610,Jeep Liberty SUV 2012,42.4,Audi V8 Sedan 1994,Jeep Grand Cherokee SUV 2012
7611,Audi RS 4 Convertible 2008,15.0,Dodge Charger SRT-8 2009,Spyker C8 Coupe 2009
7612,BMW X5 SUV 2007,38.2,Daewoo Nubira Wagon 2002,Audi S6 Sedan 2011
7613,Audi S4 Sedan 2007,75.9,Audi RS 4 Convertible 2008,Bugatti Veyron 16.4 Coupe 2009
7614,Lamborghini Reventon Coupe 2008,35.2,Nissan Juke Hatchback 2012,Audi S4 Sedan 2007
7615,Nissan NV Passenger Van 2012,64.3,GMC Savana Van 2012,Daewoo Nubira Wagon 2002
7616,Hyundai Azera Sedan 2012,22.6,Hyundai Sonata Sedan 2012,Mercedes-Benz S-Class Sedan 2012
7617,Chrysler PT Cruiser Convertible 2008,87.7,Mercedes-Benz E-Class Sedan 2012,Chevrolet HHR SS 2010
7618,Ford Edge SUV 2012,48.2,Ford Fiesta Sedan 2012,Honda Accord Sedan 2012
7619,Chevrolet Camaro Convertible 2012,79.4,BMW 3 Series Sedan 2012,Dodge Magnum Wagon 2008
7620,Chrysler Aspen SUV 2009,74.8,Cadillac Escalade EXT Crew Cab 2007,Ford Expedition EL SUV 2009
7621,Acura RL Sedan 2012,54.1,Hyundai Sonata Sedan 2012,Dodge Caliber Wagon 2012
7622,Hyundai Azera Sedan 2012,30.3,Hyundai Sonata Sedan 2012,Mercedes-Benz C-Class Sedan 2012
7623,BMW X5 SUV 2007,90.7,Jeep Compass SUV 2012,Jeep Grand Cherokee SUV 2012
7624,Chrysler Aspen SUV 2009,28.8,Chevrolet Silverado 1500 Classic Extended Cab 2007,Dodge Dakota Club Cab 2007
7625,BMW M3 Coupe 2012,33.4,Toyota Corolla Sedan 2012,Chevrolet Corvette ZR1 2012
7626,Audi 100 Sedan 1994,95.5,Audi V8 Sedan 1994,Mercedes-Benz C-Class Sedan 2012
7627,Dodge Ram Pickup 3500 Crew Cab 2010,22.3,Ford F-150 Regular Cab 2012,Chevrolet Monte Carlo Coupe 2007
7628,Geo Metro Convertible 1993,99.0,Mercedes-Benz 300-Class Convertible 1993,Audi 100 Sedan 1994
7629,Chrysler PT Cruiser Convertible 2008,98.7,Hyundai Genesis Sedan 2012,Dodge Durango SUV 2012
7630,Mercedes-Benz C-Class Sedan 2012,15.2,Chrysler PT Cruiser Convertible 2008,Audi S4 Sedan 2012
7631,Audi RS 4 Convertible 2008,37.2,AM General Hummer SUV 2000,GMC Yukon Hybrid SUV 2012
7632,Bentley Arnage Sedan 2009,59.2,Dodge Durango SUV 2007,Rolls-Royce Phantom Sedan 2012
7633,Aston Martin Virage Convertible 2012,25.1,Cadillac Escalade EXT Crew Cab 2007,Toyota 4Runner SUV 2012
7634,Hyundai Sonata Sedan 2012,51.9,Audi S4 Sedan 2007,Audi RS 4 Convertible 2008
7635,Chevrolet Sonic Sedan 2012,43.4,Chrysler Town and Country Minivan 2012,Mitsubishi Lancer Sedan 2012
7636,Spyker C8 Coupe 2009,91.4,Jaguar XK XKR 2012,Ferrari FF Coupe 2012
7637,HUMMER H3T Crew Cab 2010,68.2,Jeep Compass SUV 2012,BMW X6 SUV 2012
7638,Daewoo Nubira Wagon 2002,84.0,Dodge Sprinter Cargo Van 2009,Chevrolet Sonic Sedan 2012
7639,Chevrolet Monte Carlo Coupe 2007,34.3,Lamborghini Diablo Coupe 2001,Acura Integra Type R 2001
7640,Audi V8 Sedan 1994,18.0,Isuzu Ascender SUV 2008,Dodge Durango SUV 2007
7641,BMW M5 Sedan 2010,88.8,Jeep Compass SUV 2012,Honda Accord Sedan 2012
7642,Bentley Continental Flying Spur Sedan 2007,23.5,Tesla Model S Sedan 2012,Jeep Compass SUV 2012
7643,Audi S4 Sedan 2012,97.8,Audi TT Hatchback 2011,Mercedes-Benz E-Class Sedan 2012
7644,Audi S4 Sedan 2012,29.6,BMW X6 SUV 2012,Tesla Model S Sedan 2012
7645,Hyundai Tucson SUV 2012,37.1,Audi S4 Sedan 2007,Chevrolet Avalanche Crew Cab 2012
7646,FIAT 500 Abarth 2012,88.6,Bentley Arnage Sedan 2009,Daewoo Nubira Wagon 2002
7647,Audi V8 Sedan 1994,44.5,Bentley Arnage Sedan 2009,Audi RS 4 Convertible 2008
7648,GMC Savana Van 2012,86.4,Suzuki SX4 Hatchback 2012,BMW M5 Sedan 2010
7649,Daewoo Nubira Wagon 2002,84.9,Acura ZDX Hatchback 2012,Volkswagen Golf Hatchback 1991
7650,Aston Martin V8 Vantage Convertible 2012,66.4,Volvo C30 Hatchback 2012,Volvo 240 Sedan 1993
7651,McLaren MP4-12C Coupe 2012,41.9,Ford GT Coupe 2006,Lamborghini Aventador Coupe 2012
7652,Spyker C8 Convertible 2009,94.3,Nissan 240SX Coupe 1998,Audi S4 Sedan 2007
7653,Jeep Compass SUV 2012,83.7,Chrysler 300 SRT-8 2010,Dodge Durango SUV 2012
7654,Suzuki SX4 Hatchback 2012,84.0,Ferrari FF Coupe 2012,Porsche Panamera Sedan 2012
7655,Bentley Continental GT Coupe 2012,30.9,Chrysler 300 SRT-8 2010,Acura TL Sedan 2012
7656,Suzuki Kizashi Sedan 2012,39.8,Dodge Challenger SRT8 2011,Audi S6 Sedan 2011
7657,Mercedes-Benz S-Class Sedan 2012,39.1,Cadillac Escalade EXT Crew Cab 2007,Hyundai Genesis Sedan 2012
7658,GMC Acadia SUV 2012,80.4,Ford Ranger SuperCab 2011,Daewoo Nubira Wagon 2002
7659,Nissan Leaf Hatchback 2012,51.8,Suzuki Aerio Sedan 2007,Jaguar XK XKR 2012
7660,Chrysler Aspen SUV 2009,58.2,Chrysler 300 SRT-8 2010,Hyundai Veracruz SUV 2012
7661,Ford Ranger SuperCab 2011,33.6,Dodge Sprinter Cargo Van 2009,Chevrolet Avalanche Crew Cab 2012
7662,Mercedes-Benz Sprinter Van 2012,90.9,Daewoo Nubira Wagon 2002,Chrysler Town and Country Minivan 2012
7663,Suzuki Kizashi Sedan 2012,69.7,Chrysler Town and Country Minivan 2012,Chevrolet Sonic Sedan 2012
7664,Land Rover LR2 SUV 2012,54.6,Honda Accord Sedan 2012,GMC Terrain SUV 2012
7665,Mercedes-Benz Sprinter Van 2012,39.7,Hyundai Genesis Sedan 2012,Daewoo Nubira Wagon 2002
7666,Ford GT Coupe 2006,93.6,Audi S4 Sedan 2007,BMW Z4 Convertible 2012
7667,Mercedes-Benz 300-Class Convertible 1993,27.8,Audi V8 Sedan 1994,FIAT 500 Abarth 2012
7668,Spyker C8 Convertible 2009,50.1,Audi S4 Sedan 2012,Suzuki SX4 Sedan 2012
7669,Ford Ranger SuperCab 2011,90.9,Dodge Ram Pickup 3500 Quad Cab 2009,Dodge Dakota Club Cab 2007
7670,Cadillac Escalade EXT Crew Cab 2007,96.1,Mercedes-Benz E-Class Sedan 2012,Audi S5 Coupe 2012
7671,Chevrolet Silverado 1500 Extended Cab 2012,52.5,Chevrolet Silverado 1500 Regular Cab 2012,Dodge Dakota Crew Cab 2010
7672,Ford Expedition EL SUV 2009,59.3,Chrysler Aspen SUV 2009,Toyota Sequoia SUV 2012
7673,Cadillac CTS-V Sedan 2012,42.5,Aston Martin Virage Convertible 2012,Aston Martin V8 Vantage Convertible 2012
7674,Chrysler PT Cruiser Convertible 2008,50.0,Chevrolet Traverse SUV 2012,Chevrolet Impala Sedan 2007
7675,BMW 1 Series Convertible 2012,49.7,Dodge Charger SRT-8 2009,BMW 3 Series Wagon 2012
7676,Bentley Arnage Sedan 2009,68.5,Bentley Mulsanne Sedan 2011,Dodge Magnum Wagon 2008
7677,Suzuki Kizashi Sedan 2012,57.6,Jaguar XK XKR 2012,Acura Integra Type R 2001
7678,Daewoo Nubira Wagon 2002,68.6,Hyundai Genesis Sedan 2012,Infiniti G Coupe IPL 2012
7679,Daewoo Nubira Wagon 2002,82.0,Buick Rainier SUV 2007,Mercedes-Benz Sprinter Van 2012
7680,Ford E-Series Wagon Van 2012,89.3,Mercedes-Benz Sprinter Van 2012,Daewoo Nubira Wagon 2002
7681,McLaren MP4-12C Coupe 2012,36.7,Hyundai Veloster Hatchback 2012,Lamborghini Diablo Coupe 2001
7682,Audi RS 4 Convertible 2008,54.0,Dodge Challenger SRT8 2011,FIAT 500 Abarth 2012
7683,Dodge Dakota Crew Cab 2010,99.0,Audi V8 Sedan 1994,Dodge Durango SUV 2007
7684,Ram C/V Cargo Van Minivan 2012,35.4,Nissan NV Passenger Van 2012,Mercedes-Benz Sprinter Van 2012
7685,Ferrari California Convertible 2012,32.7,Nissan Leaf Hatchback 2012,Hyundai Sonata Hybrid Sedan 2012
7686,Dodge Caliber Wagon 2012,37.1,Hyundai Elantra Sedan 2007,Tesla Model S Sedan 2012
7687,Daewoo Nubira Wagon 2002,34.5,FIAT 500 Abarth 2012,Tesla Model S Sedan 2012
7688,Chevrolet Corvette ZR1 2012,54.3,Jeep Wrangler SUV 2012,Lamborghini Reventon Coupe 2008
7689,Audi S4 Sedan 2007,30.0,Nissan Juke Hatchback 2012,Geo Metro Convertible 1993
7690,Honda Accord Coupe 2012,96.6,Nissan 240SX Coupe 1998,Mercedes-Benz 300-Class Convertible 1993
7691,Hyundai Veloster Hatchback 2012,98.3,Suzuki SX4 Hatchback 2012,Dodge Ram Pickup 3500 Crew Cab 2010
7692,Aston Martin Virage Convertible 2012,48.5,Audi A5 Coupe 2012,Audi S5 Coupe 2012
7693,Nissan 240SX Coupe 1998,29.7,FIAT 500 Abarth 2012,Audi TT Hatchback 2011
7694,Hyundai Santa Fe SUV 2012,34.9,Mercedes-Benz E-Class Sedan 2012,Hyundai Veracruz SUV 2012
7695,Chevrolet Corvette ZR1 2012,37.6,Hyundai Genesis Sedan 2012,Aston Martin V8 Vantage Coupe 2012
7696,Suzuki SX4 Hatchback 2012,35.5,Daewoo Nubira Wagon 2002,Mercedes-Benz C-Class Sedan 2012
7697,Tesla Model S Sedan 2012,98.9,Acura ZDX Hatchback 2012,Chrysler 300 SRT-8 2010
7698,Spyker C8 Convertible 2009,66.1,Bugatti Veyron 16.4 Convertible 2009,BMW X5 SUV 2007
7699,Mercedes-Benz Sprinter Van 2012,98.6,Dodge Sprinter Cargo Van 2009,Audi 100 Sedan 1994
7700,Hyundai Genesis Sedan 2012,91.4,Bentley Arnage Sedan 2009,Audi RS 4 Convertible 2008
7701,Audi S4 Sedan 2012,27.2,Dodge Magnum Wagon 2008,Dodge Charger Sedan 2012
7702,BMW M5 Sedan 2010,27.2,Daewoo Nubira Wagon 2002,GMC Savana Van 2012
7703,Dodge Caliber Wagon 2012,21.2,Volvo 240 Sedan 1993,Acura TL Type-S 2008
7704,Bentley Arnage Sedan 2009,54.8,Rolls-Royce Ghost Sedan 2012,Mercedes-Benz S-Class Sedan 2012
7705,GMC Acadia SUV 2012,26.8,Volvo 240 Sedan 1993,Hyundai Tucson SUV 2012
7706,Hyundai Veracruz SUV 2012,97.1,Rolls-Royce Phantom Sedan 2012,Chevrolet Corvette Ron Fellows Edition Z06 2007
7707,Nissan Leaf Hatchback 2012,69.9,Chevrolet Sonic Sedan 2012,Daewoo Nubira Wagon 2002
7708,Hyundai Sonata Sedan 2012,54.2,Audi S4 Sedan 2007,Hyundai Elantra Sedan 2007
7709,Audi TT Hatchback 2011,91.1,Hyundai Genesis Sedan 2012,Aston Martin V8 Vantage Convertible 2012
7710,Chrysler 300 SRT-8 2010,34.9,Infiniti QX56 SUV 2011,Cadillac Escalade EXT Crew Cab 2007
7711,Chevrolet Silverado 2500HD Regular Cab 2012,23.5,Chrysler 300 SRT-8 2010,Ford F-150 Regular Cab 2012
7712,Daewoo Nubira Wagon 2002,91.4,GMC Savana Van 2012,Isuzu Ascender SUV 2008
7713,Daewoo Nubira Wagon 2002,70.1,Suzuki SX4 Hatchback 2012,Chevrolet Sonic Sedan 2012
7714,Geo Metro Convertible 1993,94.3,Hyundai Veloster Hatchback 2012,Lamborghini Gallardo LP 570-4 Superleggera 2012
7715,Spyker C8 Convertible 2009,47.6,Aston Martin Virage Coupe 2012,Spyker C8 Coupe 2009
7716,smart fortwo Convertible 2012,37.8,BMW X3 SUV 2012,Suzuki SX4 Hatchback 2012
7717,Rolls-Royce Phantom Sedan 2012,69.6,BMW ActiveHybrid 5 Sedan 2012,Audi S6 Sedan 2011
7718,Mercedes-Benz Sprinter Van 2012,34.9,Infiniti G Coupe IPL 2012,Lamborghini Reventon Coupe 2008
7719,Ferrari California Convertible 2012,73.3,BMW M3 Coupe 2012,Ferrari 458 Italia Coupe 2012
7720,Bugatti Veyron 16.4 Coupe 2009,68.6,BMW M5 Sedan 2010,BMW 3 Series Sedan 2012
7721,Hyundai Santa Fe SUV 2012,46.5,Chrysler Aspen SUV 2009,Chrysler Town and Country Minivan 2012
7722,Dodge Magnum Wagon 2008,58.3,Mercedes-Benz C-Class Sedan 2012,Audi S4 Sedan 2007
7723,Lamborghini Diablo Coupe 2001,30.8,Spyker C8 Coupe 2009,Volvo C30 Hatchback 2012
7724,Mitsubishi Lancer Sedan 2012,40.2,Hyundai Sonata Sedan 2012,Toyota Corolla Sedan 2012
7725,Chrysler Sebring Convertible 2010,63.5,Daewoo Nubira Wagon 2002,Bentley Mulsanne Sedan 2011
7726,Hyundai Elantra Touring Hatchback 2012,44.6,Daewoo Nubira Wagon 2002,Volvo C30 Hatchback 2012
7727,Audi S5 Convertible 2012,55.7,MINI Cooper Roadster Convertible 2012,smart fortwo Convertible 2012
7728,Aston Martin V8 Vantage Convertible 2012,38.6,Audi S4 Sedan 2007,Aston Martin Virage Convertible 2012
7729,Chrysler 300 SRT-8 2010,54.7,Daewoo Nubira Wagon 2002,Jaguar XK XKR 2012
7730,Toyota 4Runner SUV 2012,61.0,Mercedes-Benz E-Class Sedan 2012,Honda Odyssey Minivan 2012
